OBJECTID,Facility Status,Facility Name,CAD Name,AKA,Facility Type,Unit (Firescope three letter identifier),CALFIRE Unit,County,Owner,Funding,Staffing,Address,City,ZIP,Phone (xxx-xxx-xxxx),Latitude,Longitude,GlobalID,x,y
1055,Active,Norco CC,RRU Norco CC,,CC,RRU,RRU,Riverside,FEDERAL,B,P,"5Th & Western, Bldg 314",Norco,91720,951-737-5911,33.9269772714274,-117.575644252661,1ac6cf8c-0fcd-43c9-af9a-f0a01e754dd6,224157.385499999,-451400.3569
1056,Active,Oak Glen CC,RRU Oak Glen CC,,CC,RRU,RRU,Riverside,STATE,B,P,41100 Pine Bench Road,Yucaipa,92399,909-797-5418,34.033356304509,-116.906157996928,1fc37a0c-0e90-4d83-b0fc-3b5bc5577ca4,285653.59,-437805.714
1057,Active,Oak Glen COM,RRU Oak Glen COM,,COM,RRU,RRU,Riverside,STATE,B,P,41100 Pine Bench Road,Yucaipa,92399,,34.0332690414155,-116.906045540232,6f1a7497-7720-406a-a37a-85ff08d07d94,285664.2852,-437815.0498
1058,Active,Perris FS,RRU Perris FS,Riverside Ranger Unit,FSB,RRU,RRU,Riverside,STATE,B,P,210 W. San Jacinto St,Perris,92570,951-940-6970,33.7870482058073,-117.229853688164,bee46fc8-4a6e-4b09-99d5-b833a6c5d07b,256574.0616,-466036.6447
1059,Active,Rancho Carillo,,,COM,RRU,RRU,Riverside,,,,,,,,33.5593648424468,-117.463705400074,9cc880ae-2143-46da-bb8b-3cc102b04204,235595.257599998,-491879.9623
1060,Active,Red Mtn,,,COM,RRU,RRU,Riverside,,,,,,,,33.6299277402134,-116.847883948901,d42560e7-e72a-47a1-bd87-0ee499618ff4,292519.278299998,-482344.9589
1061,Active,Riverside ECC,RRU Riverside ECC,,ECC,RRU,RRU,Riverside,,C,P,210 W. Jacinto Ave,Perris,92570,,33.7872781125348,-117.229889455484,83a9bee6-b06d-45d1-95e3-09f5c3e5f6de,256568.894400001,-466011.2892
1062,Active,"Riverside FE & I, FLS",FSM,,SFM,CDF,RRU,Riverside,STATE,B,P,"2280 Market St, Suite 240",Riverside,92501,,33.9986154247549,-117.371916481001,c2497d16-ba25-4d93-bfd6-cdcad3e3403c,242769.2245,-442956.097
1063,Active,Riverside UH,RRU Riverside UH,,HQ,RRU,RRU,Riverside,STATE,B,P,210 W. San Jacinto St,Perris,92570,,33.7868313866425,-117.229916096067,a6365ea9-ed8d-445d-9c5e-df1a14710c5e,256568.985399999,-466060.8476
1064,Active,Santiago Peak,,,COM,RRU,RRU,Riverside,,,,,,,,33.7107142075877,-117.534041807589,e43c1af7-8ed7-4b1f-9257-4ba15de049f4,228626.845100001,-475277.0588
1065,Active,Santiago Peak OES,,,COM,RRU,RRU,Orange,,,,,,,,33.7106098990873,-117.534090757904,903429d9-fae5-40db-849b-2bd1249bd36d,228622.608600002,-475288.7393
1066,Active,Sitton Peak,,,COM,RRU,RRU,Riverside,,,,,,,,33.588080139113,-117.440775599375,7fc25145-9121-4ce1-b63d-56848aa32a91,237638.7447,-488640.2978
1067,Active,South Operation Coordination ICC,RRU South Operation Coordination ICC,,ICC,RRU,RRU,Riverside,STATE,B,P,23300 Castle Street,Riverside,92518,,33.9071455629248,-117.255271697669,b0aee530-8a38-4bc5-b313-a64f6fae6059,253834.948100001,-452791.5136
1068,Active,STN 106 West Beaumont,,,FSA,,RRU,Riverside,CITY,,,2000 Western Knolls Ave,Beaumont,92223,951-769-0031,,,cd65cb55-6e0d-4991-aec9-a1978edd93ef,275799.155200001,-448778.4169
1069,Active,STN 47 Norco FS,STN_47,STN47,FSA,RRU,RRU,Riverside,CITY,A,P,3902 Hillside Ave.,Norco,92862,951-737-1479,33.9386094846218,-117.537462934017,15722a05-5c92-4235-9cf0-cc2a0f79b78a,227652.2256,-450019.6617
1070,Active,STN 86 Indio FS,,,FSA,,RRU,Riverside,CITY,,,46951 Bristol St,Indio,92201,760-347-0726,,,64271f9d-e234-4997-b6d4-64ea816a94c7,350916.366999999,-471535.5846
1071,Active,STN 95 Roripaugh Ranch,Roripaugh Ranch,,FSA,RRU,RRU,Riverside,CITY,L,P,32131 South Loop Ranch,Temecula,92591,951-676-2126,33.5403929024738,-117.100442981517,a0ecab38-cd5a-4273-95d7-f240b2329073,269392.828000002,-493014.969
1072,Active,STN02 Sunnymead FS,RRU SUNNYMEAD FS,STN02,FSA,RRU,RRU,Riverside,CITY,A,P,24935 Hemloock,Moreno Valley,92557,951-242-3101,33.9423662127806,-117.228128329466,eaf0213e-c14a-4824-9fdd-330c3b421c8f,256230.273699999,-448813.7221
1073,Active,STN03 Nuview FS,RRU NUVIEW FS,STN03,FSA,RRU,RRU,Riverside,COUNTY,A,P,30515 10Th St,Nuevo, 92567,951-928-3718,33.8246234558296,-117.130204584558,acb735d3-d1d9-406e-8bdf-57d7795cb720,265674.7478,-461597.0125
1074,Active,STN04 Lake Mathews FS,RRU LAKE MATHEWS FS,STN04,FSA,RRU,RRU,Riverside,COUNTY,A,P,16453 El Sobrante Rd,Riverside,92503,951-780-8241,33.839162420633,-117.369912685023,7b57f3f0-5310-4eb6-b68a-387940ad96da,243444.808400001,-460628.913
1075,Active,STN05 Quail Valley FS,RRU QUAIL VALLEY FS,STN05,FSA,RRU,RRU,Riverside,COUNTY,A,P,28971 Goetz Rd,Menifee, 92587,951-244-6462,33.7017121149831,-117.240313349692,c4da23d4-ec91-4b88-844c-b6158bf204d4,255880.9628,-475523.8068
1076,Active,STN06 Towngate FS,RRU Towngate FS,STN06,FSA,RRU,RRU,Riverside,CITY,A,P,22250 Eucalyptus Ave,Moreno Valley, 92553,951-653-3030,33.9322172315648,-117.275048538732,8509a539-1633-4492-aef4-bf3caf1b2db8,251926.5691,-450064.6615
1077,Active,STN07 Sun City FS,RRU SUN CITY FS,STN07,FSA,RRU,RRU,Riverside,COUNTY,A,P,27860 Bradley Rd,Menifee,92586,951-679-3414,33.7157358484813,-117.191326734287,9e0dc2b2-6c47-481a-9bbc-44c7d3c01abc,260375.653499998,-473836.0787
1078,Active,STN08 Woodcrest FS,RRU WOODCREST FS,STN08,FSA,RRU,RRU,Riverside,COUNTY,A,P,16533 Trisha Way,Woodcrest, 92504,951-780-8620,33.8794987029195,-117.373267000386,af957a14-3856-49f7-9aa5-1d566016c79a,243010.483600002,-456165.7503
1079,Active,STN09 Goodmeadow FS,RRU GOODMEADOW FS,STN09,FSA,RRU,RRU,Riverside,COUNTY,A,P,21565 Steele Peak Rd,Good Hope,92570,951-943-1925,33.7623542710071,-117.283088197369,8de91011-0b5e-46f4-bd9c-8d9e1b260a93,251723.270300001,-468916.6091
1080,Active,STN10 Elsinore FS,RRU ELSINORE FS,STN10,FSAB,RRU,RRU,Riverside,STATE,A,P,410 W Grahmam Ave,Lake Elsinore,92530,951-674-216,33.6691223727602,-117.332400554157,62f5e7cb-3cb2-4c35-848b-af9a55e2aa8f,247446.5363,-479380.3912
1081,Active,STN11 Lakeland Village FS,RRU LAKELAND VILLAGE FS,STN11,FSA,RRU,RRU,Riverside,COUNTY,A,P,33020 Maiden Lane,Lakeland Village, 92530,951-678-2161,33.6408365568113,-117.348564587038,8cd776e8-883b-45a1-8d5b-be8cf42b37ea,246035.258299999,-482557.5053
1082,Active,STN12 Temecula FS,RRU Temecula FS,,FSAB,RRU,RRU,Riverside,STATE,B,P,28330 Mercedes Street,Temecula,92590,951-676-2161,33.4968252577028,-117.150293536017,dcd5cdf9-25b5-48f3-90c4-83226ab87bc9,264907.8631,-497982.5793
1083,Active,STN13 Home Gardens FS,RRU HOME GARDENS FS,STN13,FSA,RRU,RRU,Riverside,COUNTY,A,P, 3777 Neece St,Home Gardens, 92879,951-737-3840,33.8743379994959,-117.525411037415,8483965e-d6c3-4141-8f16-8e8680e499a5,228953.276700001,-457116.5937
1084,Active,STN14 Corona FS,RRU CORONA FS,STN14,FSB,RRU,RRU,Riverside,STATE,A,P, 1511 Hamner Ave,Norco, 92860,951-737-5541,33.9035447391154,-117.56164478497,43fdce4f-1956-43ad-aa25-aa8620bf7d35,225518.327799998,-453965.2484
1085,Active,STN16 Pedley FS,RRU PEDLEY FS,STN16,FSA,RRU,RRU,Riverside,COUNTY,A,P,9270 Limonite Ave,Pedley, 92509,951-685-6382,33.9752982548563,-117.486446908976,d3ae125b-df9d-4fdd-a105-43ea3c9c8043,232260.608399998,-445827.8844
1086,Active,STN17 Glen Avon FS,RRU GLEN AVON FS,STN17,FSA,RRU,RRU,Riverside,COUNTY,A,P,10400 San Sevaine Way,Glen Avon, 91752,951-685-5109,34.0140559451897,-117.510679859803,a3e72daa-7fa7-45e5-b9b8-eae51fc13618,229909.067000002,-441589.3756
1087,Active,STN19 Highgrove FS,RRU HIGHGROVE FS,STN19,FSA,RRU,RRU,Riverside,COUNTY,A,P, 469 Center St,Highgrove, 92507,951-686-2105,34.0160395281791,-117.321032606662,6ea9e3fc-2b83-4c53-8ce8-3689a708d3b6,247413.740200002,-440892.0309
1088,Active,STN20 Beaumont FS,RRU Beaumont FS,,FSAB,RRU,RRU,Riverside,STATE,B,P,1550 E. 6Th Street,Beaumont,92223,951-845-2791,33.9295236239792,-116.949730162733,40f22143-529e-4c40-8089-f5c70cfc1469,282002.4749,-449447.2403
1089,Active,STN22 Cherry Valley FS,RRU CHERRY VALLEY FS,STN22,FSA,RRU,RRU,Riverside,COUNTY,A,P, 10055 Avenida Mira Villa,Beaumont, 92223,951-845-2590,33.9752301512589,-116.974183463834,e605cec4-7a92-4240-883a-8495cecd4c4a,279580.737399999,-444452.6577
1090,Active,STN23 Pine Cove FS,RRU PINE COVE FS,STN23,FSAB,RRU,RRU,Riverside,COUNTY,A,P,24919 Marion Ridge Rd,Pine Cove, 92549,951-659-2732,33.7610959267995,-116.737518268953,5ea01f41-b72f-4dd5-b14c-147ec221915f,302256.888300002,-467462.1542
1091,Active,STN24 Cabazon FS,RRU CABAZON FS,STN24,FSA,RRU,RRU,Riverside,COUNTY,A,P,50382 Irene St.,Cabazon, 92230,951-849-2316,33.9084801759535,-116.782141916928,6d546500-46d6-4b9d-8488-2c5871a2ce17,297569.627700001,-451267.7037
1092,Active,STN25 San Jacinto FS,RRU SAN JACINTO FS,STN25,FSAB,RRU,RRU,Riverside,STATE,A,P,132 S. San Jacinto,San Jacinto,92583,951-654-7912,33.7869448043693,-116.959236495521,8a848377-a5a6-4ed4-a717-99e12bd9164b,281630.9723,-465279.9916
1093,Active,STN26 Little Lake FS,RRU LITTLE LAKE FS,STN26,FSA,RRU,RRU,Riverside,COUNTY,A,P,25954 Stanford St,Hemet,92544,951-658-5200,33.7447095094097,-116.932331633925,d77cab3e-ad2b-49f8-bb2c-390e29bf3113,284273.502500001,-469880.8545
1094,Active,STN27 Eastvale FS,RRU EASTVALE FS,STN27,FSA,RRU,RRU,Riverside,COUNTY,A,P,7067 Hamner Ave,Eastvale,92880,951-898-3713,33.9595013421678,-117.558623340795,9d7a4f86-a5e3-459a-8a8e-1ad2acd8e742,225637.9113,-447753.7499
1095,Active,STN28 Sage FS,RRU SAGE FS,STN28,FSAB,RRU,RRU,Riverside,STATE,A,P, 35655 Sage Rd,Hemet, 92544,951-767-0118,33.6048624507314,-116.938057537584,f6a62f20-71b9-41dc-9029-80e541d1056f,284243.791700002,-485396.2776
1096,Active,STN29 Anza FS,RRU ANZA FS,STN29,FSAB,RRU,RRU,Riverside,STATE,A,P,56560 Hwy  371,Anza,92539,951-763-5611,33.5553944253095,-116.674301161926,97a9d092-855a-4760-aba9-185c29b778af,308911.211800002,-490052.5249
1097,Active,STN30 Pinyon FS,RRU PINYON FS,STN30,FSA,RRU,RRU,Riverside,COUNTY,A,P,70080 Hwy 74,Anza,92561,951-349-3209,33.5852118812224,-116.448032200092,f9305d29-67ad-464d-9a80-cf83d41bc35e,329795.034200002,-485986.7648
1098,Active,STN31 Chandler,STN31 Chandler FS,Chandler,FSA,RRU,RRU,Riverside,COUNTY,A,P,14491 Chandler St,Eastvale,92880,9512789184,33.9465674386676,-117.599837275725,0a969eb6-4fd8-4474-90fe-4b9a3e1e4678,221865.9881,-449285.6743
1099,Active,STN32 Christopher Douglas FS,RRU Christopher Douglas FS,STN32,FSA,RRU,RRU,Riverside,CITY,A,P, 78111 Ave 52,La Quinta, 92253,760-564-4351,33.6724112487806,-116.301131216427,41ef928e-d8be-4b84-b78e-ca4d4be4cc20,343050.644000001,-475804.3546
1100,Active,STN33 Palm Desert FS,RRU PALM DESERT FS,STN33,FSA,RRU,RRU,Riverside,CITY,A,P,44400 Town Center Way,Palm Desert,92260,760-346-0508,33.7267701186948,-116.397956664775,b3b7ad9f-2d4b-40c2-80b0-4a276577ba74,333846.0537,-470126.9342
1101,Active,STN34 Winchester FS,RRU WINCHESTER FS,STN34,FSA,RRU,RRU,Riverside,COUNTY,A,P,32655 Haddock St,Winchester,92596,951-926-6430,33.7031546784286,-117.090696471168,5478e0d0-4e2f-4cc9-80d8-9d5763712f97,269744.379500002,-474949.1769
1102,Active,STN35 Roy Wilson ,STN_35,STN35,FSA,RRU,RRU,Riverside,COUNTY,A,P,31920 Roberts Rd,Thousand Palms,92276,760-343-3321,33.816961326974,-116.396664443547,49b8a5dc-f805-4ed3-a5ac-1ffcc13374df,333585.726500001,-460127.9819
1103,Active,STN36 Desert Hot Springs Skyborne FS,RRU DESERT HOT SPRINGS SKYBORNE FS,STN36,FSA,RRU,RRU,Riverside,COUNTY,A,P,11535 Karen Ave,Desert Hot Springs, 92240,760-251-6948,33.964485447807,-116.563108873242,4d2e237c-bf3d-417f-9e0b-f90498ebc3e0,317590.782900002,-444349.1347
1104,Active,STN37 Desert Hot Springs FS,RRU DESERT HOT SPRINGS FS,STN37,FSA,RRU,RRU,Riverside,CITY,A,P,65958 Pierson Blvd,Desert Hot Springs, 92240,760-329-5123,33.9617999945285,-116.510572850475,4ab988c9-9dea-4c75-843c-2655c9186d82,322454.215399999,-444469.4674
1105,Active,STN38 Rubidoux FS,RRU RUBIDOUX FS,STN38,FSA,RRU,RRU,Riverside,FIRE DISTRICT,A,P, 5721 Mission Blvd,Riverside,92509,951-683-4561,33.9988941309795,-117.409916573503,e05c9508-06aa-4ab3-8538-2ea228bba349,239259.002900001,-443021.2513
1106,Active,STN39 Thermal FS,RRU THERMAL FS,STN39,FSA,RRU,RRU,Riverside,COUNTY,A,P,56925 Vic Higgins St,Thermal, 92274,760-399-5303,33.6364207914458,-116.164139681564,bb457185-d2a9-4283-a267-5757b4caf473,355910.446899999,-479286.7861
1107,Active,STN40 Mecca FS,RRU MECCA FS,STN40,FSA,RRU,RRU,Riverside,COUNTY,A,P,91100 4Th St,Mecca,92254,760-396-2173,33.5722299087044,-116.077293463488,db6a0903-96e7-4ffd-b31d-72c05b7150d9,364258.282499999,-486067.922
1108,Active,STN41 North Shore FS,RRU NORTH SHORE FS,STN41,FSA,RRU,RRU,Riverside,COUNTY,A,P,99065 Corvina Rd,Mecca, 92254,760-393-3073,33.5214573501982,-115.937972226181,60027407-cc2c-4a91-9361-c1fcb302c9cc,377428.7707,-491146.8102
1109,Decommissioned,STN42 Oasis FS,RRU OASIS FS,STN42,FSA,RRU,RRU,Riverside,COUNTY,A,P,76800 Hwy 86,Thermal,92274,760-397-4173,33.4923708845217,-116.113050535603,436903ec-ce5e-4c69-8707-11dd7c4294f2,361302.664799999,-495050.5417
1110,Active,STN43 Blythe FS,RRU BLYTHE FS,STN43,FSA,RRU,RRU,Riverside,COUNTY,A,P,140 W Bernard St,Blythe, 92225,760-921-7822,33.6137756920878,-114.597990005997,bd1fbb6f-bbc8-4e1c-a854-d583933a10b2,501233.7487,-474714.874
1111,Active,STN44 Ripley FS,RRU RIPLEY FS,STN44,FSA,RRU,RRU,Riverside,COUNTY,A,P,13950 Broadway Ave,Ripley,92225,760-921-7826,33.5263189649364,-114.655493561668,2c986c04-fa44-42f3-bf5b-42823f4721cb,496450.1818,-484697.9134
1112,Active,STN45 Blythe Air Base FS,RRU BLYTHE AIR BASE FS,STN45,FSA,RRU,RRU,Riverside,COUNTY,A,P,17280 Hobson Way,Blythe,92225,760-921-7825,33.6099379796322,-114.714977853976,da4775a9-a403-4956-be0e-76fdeb9bc0b0,490413.9549,-475751.5109
1113,Active,STN46 Riverbend FS,RRU RIVERBEND FS,STN46,EQF,RRU,RRU,Riverside,COUNTY,A,V,Hcr 20,Blythe,92225,760-922-7051,33.8612627537223,-114.530004616028,f987c3c6-4370-4873-8be3-2420791dd03e,505952.418299999,-446955.2546
1114,Active,STN48 Sunnymead Ranch FS,RRU SUNNYMEAD RANCH FS,STN48,FSA,RRU,RRU,Riverside,CITY,A,P,10511 Village Rd,Moreno Valley,92557,951-924-6825,33.9676570053092,-117.251828105876,0a4aa828-b08d-42d9-8f46-27d1b00f5fae,253958.8046,-446073.5036
1115,Active,STN49 Lake Tamarisk FS,RRU LAKE TAMARISK FS,STN49,FSA,RRU,RRU,Riverside,COUNTY,A,P,43880 Lake Tamarask,Desert Center,92239,760-227-3253,33.7378996879514,-115.392394669698,649457f2-93f4-42f9-9875-c2fc95fe75b1,426918.3136,-464859.4713
1116,Active,STN50 South Rancho Mirage FS,RRU SOUTH RANCHO MIRAGE FS,STN50,FSA,RRU,RRU,Riverside,CITY,A,P,70801 Hwy 111,Rancho Mirage,92270,760-328-9877,33.7527788883968,-116.430494034194,e99af0b0-ad38-491a-8952-7230d6d3dc67,330723.294199999,-467358.9369
1117,Active,STN51 El Cariso FS,RRU EL CARISO FS,STN51,FSA,RRU,RRU,Riverside,COUNTY,A,P,325-353 Ortega Hwy,El Cariso,92530,951-678-6070,33.6508572516995,-117.41340619188,c1be49fb-57e4-4b91-b87d-fd0f9db9b107,239989.627500001,-481613.066
1118,Decommissioned,STN52 Cottonwood FS,RRU COTTONWOOD FS,STN52,FSA,RRU,RRU,Riverside,COUNTY,A,V,44222 Sage Rd,Aguanaga, 92536,951-767-9610,33.4817015586951,-116.911378183554,bf15dfe7-6e51-4445-8983-403d0a33cd3e,287164.320700001,-498962.7029
1119,Active,STN53 Garner Valley FS,RRU GARNER VALLEY FS,STN53,FSAB,RRU,RRU,Riverside,COUNTY,C,P,59200 Morris Ranch Road,Mountain Center, 92561,951-659-5353,33.6157254944895,-116.627808616703,0f24c08a-002e-42ab-88dc-acb89dd74af5,312990.036499999,-483215.3725
1120,Active,STN54 Homeland FS,RRU HOMELAND FS,STN54,FSA,RRU,RRU,Riverside,COUNTY,A,P,25730 Sultanas Rd,Homeland,92548,951-926-2433,33.7475500132166,-117.127422254316,fcb6b71d-482e-4279-a7b2-baa37603cef2,266191.1723,-470132.3795
1121,Active,STN55 Indian Wells FS,RRU INDIAN WELLS FS,STN55,FSA,RRU,RRU,Riverside,CITY,A,P,44900 El Dorado Dr,Indian Wells,92210,760-568-5252,33.7230994394051,-116.338381855141,261901c5-4f22-4620-9779-55d52e82a0b9,339380.564399999,-470322.1503
1122,Active,STN56 Sky Valley FS,RRU SKY VALLEY FS,STN56,FSA,RRU,RRU,Riverside,COUNTY,A,P,72985 Dillon Rd,Desert Hot Springs,92241,760-329-1700,33.9167812561328,-116.389722380995,d69ac702-bce7-46aa-b5b5-a1d52c178766,333806.625,-449040.9549
1123,Active,STN57 Corydon FS,STN_57,STN 57,FSA,RRU,RRU,Riverside,CITY,A,P,3367 Corydon Ave.,Norco,92860,951-735-3921,33.929428338403,-117.579303622875,81e416c5-bbc3-4a81-8b23-97def27274e3,223811.057599999,-451137.263
1124,Active,STN58 Moreno FS,RRU MORENO FS,STN58,FSA,RRU,RRU,Riverside,CITY,A,P,28040 Eucalyptus Ave,Moreno Valley,92555,951-924-6860,33.9377288639217,-117.173695628035,a077636f-300c-4e3d-8a77-8d9e38946f32,261275.8343,-449179.2907
1125,Active,STN59 Mead Valley FS,RRU MEAD VALLEY FS,STN59,FSA,RRU,RRU,Riverside,COUNTY,A,P,21510 Pinewood St,Mead Valley,92570,951-657-6711,33.8321044971433,-117.28702309601,5b420e28-c7e3-4749-8619-dc342e33e259,251137.489100002,-461195.1359
1126,Active,STN61 Wildomar FS,RRU WILDOMAR FS,STN61,FSA,RRU,RRU,Riverside,COUNTY,A,P,32637 Gruwell St,Wildomar,92595,951-678-1661,33.6041986974017,-117.278406180693,bb865678-1d92-445a-81d1-1d9cd8fa8de4,252660.2817,-486433.5389
1127,Decommissioned,STN62 Rancho Carrillo FS,RRU RANCHO CARRILLO FS,STN62,FSA,RRU,RRU,Riverside,COUNTY,A,V,Lot # 51 Verdugo Rd,San Juan Capistrano,92693,949-728-0600,33.5537002317036,-117.471525522311,350b34a3-593c-4cda-89be-1b609615c429,234885.758299999,-492526.6118
1128,Active,STN63 Poppet Flats FS,RRU POPPET FLATS FS,STN63,FSA,RRU,RRU,Riverside,COUNTY,A,P,49575 Orchard,Banning,92220,951-849-2100,33.8436746942218,-116.861114136488,e9a1da15-a1c0-4656-aa21-a6e9739038a2,290507.360199999,-458695.9658
1129,Active,STN64 Sycamore Creek FS,RRU SYCAMORE CREEK FS,STN64,FSA,RRU,RRU,Riverside,COUNTY,A,P,25310 Campbell Ranch Rd,Glen Ivy Hot Springs,92883,951-277-1182,33.7519708565224,-117.457073301381,ab51ab0b-df60-49ad-8505-67eae192e22a,235638.4131,-470514.7845
1130,Active,STN65 Kennedy Park FS,RRU KENNEDY PARK FS,STN65,FSA,RRU,RRU,Riverside,CITY,A,P,15111 Indian Ave,Moreno Valley,92553,951-934-3253,33.9018144845082,-117.235390152762,374ca453-f9f0-4ec9-a8fd-3f5789a70f40,255690.322700001,-453329.1124
1131,Active,STN66 Beaumont City FS,RRU BEAUMONT CITY FS,STN66,FSA,RRU,RRU,Riverside,CITY,A,P,628 Maple Ave,Beaumont,92223,951-845-3718,33.9299388513499,-116.972719186187,2393a0fc-116a-42d1-9528-725fe8479415,279876.3653,-449469.3313
1132,Active,STN67 Mesa View FS,RRU MESA VIEW FS,STN67,FSA,RRU,RRU,Riverside,CITY,A,P,73200 Mesa View Dr,Palm Desert,92260,760-340-1120,33.695668108038,-116.387085279148,f3f1c56e-b5b7-4566-bdc4-3ba32d3645a6,334984.5416,-473534.8583
1133,Active,STN68 Menifee FS,RRU MENIFEE FS,STN68,FSA,RRU,RRU,Riverside,COUNTY,A,P,26020 Wickerd Rd,Menifee,92584,951-679-5163,33.6490724365154,-117.20527274954,31d9039d-3999-4634-8c13-cdc3c31baeda,259301.041499998,-481262.8351
1134,Active,STN69 Rancho Mirage North FS,RRU RANCHO MIRAGE NORTH FS,STN69,FSA,RRU,RRU,Riverside,CITY,A,P,71751 Gerald Ford Dr,Rancho Mirage,92270,760-321-9399,33.786742916191,-116.41008677722,2d04d3af-4ed1-4012-8b45-41e888f96d32,332470.588,-463523.8631
1135,Active,STN70 La Quinta South FS,RRU LA QUINTA SOUTH FS,STN70,FSA,RRU,RRU,Riverside,CITY,A,P,54001 Madison St,La Quinta,92253,760-564-2122,33.6560180257233,-116.252074984162,d6384222-f34f-496e-985c-faab3e016eb8,347669.818399999,-477441.9268
1136,Active,STN71 Palm Desert North FS,RRU PALM DESERT NORTH FS,STN71,FSA,RRU,RRU,Riverside,CITY,A,P,73995 Country Club Dr,Palm Desert,92260,760-346-3335,33.7576746323454,-116.37407594325,c45c70bf-d7ae-418a-ae5c-46d142cdc84d,335927.260600001,-466618.0786
1137,Active,STN72 Valle Vista FS,RRU VALLE VISTA FS,STN72,FSA,RRU,RRU,Riverside,COUNTY,A,P,25175 Fairview Ave,Hemet,92544,951-927-1241,33.7589155073615,-116.893599304541,804ef495-005c-4a0f-9c77-98f146edba0a,287809.8378,-468189.5155
1138,Active,STN73 Rancho California FS,RRU RANCHO CALIFORNIA FS,STN73,FSA,RRU,RRU,Riverside,CITY,A,P,27415 Enterprise Circle West,Temecula,92590,951-699-0351,33.5156392393845,-117.167093657354,09ea7e3f-6f64-4573-85c6-e3d8d598add4,263284.290199999,-495944.6314
1139,Decommissioned,STN74 Rancho Capistrano FS,RRU RANCHO CAPISTRANO FS,STN74,FSA,RRU,RRU,Riverside,COUNTY,A,V,35420 Calle Grande,Lake Elsinore,92530,951-674-3571,33.6098209914794,-117.356562858823,d066c1da-8680-45c2-90fa-b1a6a8fb197f,245389.137600001,-486015.7213
1140,Active,STN75 Bear Creek FS,RRU BEAR CREEK FS,STN75,FSA,RRU,RRU,Riverside,COUNTY,A,P,38900 Clinton Kieth Rd,Murrieta,92562,951-698-8338,33.5651532422762,-117.264241564006,24c0e6a3-f18c-42bf-9138-5f27eed90bca,254099.7863,-490722.8129
1141,Active,STN76 Menifee Lakes FS,RRU MENIFEE LAKES FS,STN76,FSA,RRU,RRU,Riverside,CITY,A,P,29950 Menifee Rd,Menifee,92584,951-679-2241,33.686513773552,-117.15299259809,f8b49652-828c-4ad7-b1eb-52aabfb2ad1b,264025.5977,-476968.8914
1142,Active,STN77 Lake Riverside FS,RRU LAKE RIVERSIDE FS,STN77,FSA,RRU,RRU,Riverside,COUNTY,A,P,41610 Lakeshore Blvd,Aguanga,92536,951-763-0667,33.5098922825713,-116.789380330886,c1b46029-2fa9-4a05-8970-97ce6e9b037f,298396.9498,-495462.5521
1143,Active,STN78 West San Jacinto FS,RRU WEST SAN JACINTO FS,STN78,FSA,RRU,RRU,Riverside,CITY,A,P,2450 W Cottonwood Ave,San Jacinto,92583,951-654-7637,33.7869138497486,-117.011404630065,fda69416-15c0-4d15-b63c-3f28fb0e82af,276800.980099998,-465437.0604
1144,Active,STN79 Coachella FS,RRU COACHELLA FS,STN79,FSA,RRU,RRU,Riverside,CITY,A,P,1377 6Th St,Coachella,92236,760-398-8895,33.6781051674627,-116.178206017755,0ddc04b3-4c2b-4ae0-abe2-4cfba947173a,354419.7522,-474721.3471
1145,Active,STN80 Sun City-Shadow Hills FS,RRU SUN CITY-SHADOW HILLS FS,STN80,FSA,RRU,RRU,Riverside,CITY,A,P,81025 Ave 40,Indio,92203,760-347-1030,33.7579034401709,-116.251072495119,53d26e3a-b255-4944-94c0-23760b881883,347316.149900001,-466149.509
1146,Active,STN81 North Bermuda Dunes FS,RRU NORTH BERMUDA DUNES FS,STN81,FSA,RRU,RRU,Riverside,COUNTY,A,P,37955 Washington St,Palm Desert,92260,760-772-4391,33.7737687023761,-116.302992120556,8447e62f-98cd-44f9-b842-bca48a0ab7cd,342439.985100001,-464580.3863
1147,Active,STN82 Lake Hills FS,RRU LAKE HILLS FS,STN82,FSA,RRU,RRU,Riverside,COUNTY,A,P,17452 Lake Pointe Dr,Home Gardens,92503,951-352-3074,33.8662038580337,-117.457803885687,1d9d5191-d0a9-4969-8bc0-f0c756435413,235231.083999999,-457852.9017
1148,Active,STN83 French Valley FS,RRU FRENCH VALLEY FS,STN83,FSA,RRU,RRU,Riverside,COUNTY,A,P,37500 Sky Canyon Dr,Murrieta,92563,951-696-0962,33.5769041434447,-117.130694582889,ea961ed7-f951-4718-953f-573ae1b0302c,266460.5766,-489053.9654
1149,Active,STN84 Parkview FS,RRU PARKVIEW FS,STN84,FSA,RRU,RRU,Riverside,CITY,A,P,30650 Pauba Rd,Temecula,92592,951-693-0683,33.4971944276632,-117.1217667061,e908e6b4-c17c-442e-a427-a9db9a2ad450,267557.644200001,-497861.5665
1150,Active,STN85 Mcvicker Park FS,RRU MCVICKER PARK FS,STN85,FSA,RRU,RRU,Riverside,CITY,A,P,29405 Grand Ave,Lake Elsinore,92530,951-245-2185,33.6874257894175,-117.400661940185,98458361-9b75-49a7-92cd-861d7351a664,241060.611299999,-477527.5278
